HWSD2_SMU_ID,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
32000,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31842,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32041,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31928,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31955,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31854,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32031,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31927,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31970,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32039,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31941,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31969,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32029,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32023,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32044,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31847,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31926,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31902,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31901,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
32038,18,61,22,17,11.0,M,1.440000057220459,1.6699999570846558,0.6480000019073486,8.100000381469727,0.7599999904632568,9.0,12,71,31.0,31.0,100,0,5,17.200000762939453,0.20000000298023224,0
31810,18,40,36,24,9.0,M,1.4199999570846558,1.7699999809265137,1.1779999732971191,8.0,0.8799999952316284,9.0,21,61,32.0,32.0,100,0,5,27.299999237060547,0.30000001192092896,0
31825,18,40,36,24,9.0,M,1.4199999570846558,1.7699999809265137,1.1779999732971191,8.0,0.8799999952316284,9.0,21,61,32.0,32.0,100,0,5,27.299999237060547,0.30000001192092896,0
31828,18,40,36,24,9.0,M,1.4199999570846558,1.7699999809265137,1.1779999732971191,8.0,0.8799999952316284,9.0,21,61,32.0,32.0,100,0,5,27.299999237060547,0.30000001192092896,0
31878,18,40,36,24,9.0,M,1.4199999570846558,1.7699999809265137,1.1779999732971191,8.0,0.8799999952316284,9.0,21,61,32.0,32.0,100,0,5,27.299999237060547,0.30000001192092896,0
31869,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31867,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31914,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31857,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31893,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31851,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31837,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31977,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31853,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31899,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31855,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31916,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31900,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31889,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31854,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31887,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31905,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31881,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31915,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31901,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31904,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
31920,4,43,37,20,9.0,M,1.4600000381469727,1.7100000381469727,0.7269999980926514,8.199999809265137,1.0099999904632568,9.0,16,72,36.0,36.0,100,0,3,8.399999618530273,2.200000047683716,1
